species,pc.known,pc.inferred,pc.region,ref
Vestiaria_coccinea,Pair,Pair,Neotropical,"Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford.  || Fancy SG,  Ralph CJ (1998) 'I'iwi.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-16. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Palmeria_dolei,Unknown,Cooperation,Neotropical,"Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford.  || Berlin KE,  Vangelder EM (1999) 'Akohekohe.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-16. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Himatione_sanguinea,Pair,Pair,Neotropical,"Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford.  || Fancy SG,  Ralph CJ (1997) Apapane.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-16. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Melamprosops_phaeosoma,Unknown,Pair,Neotropical,"Pratt HD (2005) The Hawaiian honeycreepers: Drepanidinae. Oxford University Press: Oxford.  || Pratt TK, Kepler CB, Casey TLC (1997) Po'ouli.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-16. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Dendronanthus_indicus,Pair,Pair,Palearctic,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Motacilla_alba,Pair,Pair,Palearctic,"Cramp S, ed. (1988) The birds of the western Palearctic Vol. V. Tyrant flycatchers to thrushes.Oxford University Press: Oxford."
Motacilla_grandis,Pair,Pair,Palearctic,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona. || Nakamura S (1985) Clutch size and breeding success of the Japanese wagtail Motacilla grandis, with a special reference to its habitat and mating system. Journal of the Yamashina Institute for Ornithology  17: 84-104."
Motacilla_madaraspatensis,Pair,Pair,Indomalayan,"Ali S,  Ripley SD (1973) Handbook of the birds of India and Pakistan. Vol. 9. Robins to wagtails. Oxford University Press: Bombay. "
Motacilla_aguimp,Pair,Pair,Africa,"Keith S, Urban EK, Fry CH, eds. (1992) The birds of Africa Vol IV.Academic Press: London."
Motacilla_capensis,Occasional,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Motacilla_flaviventris,Occasional,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Motacilla_citreola,Pair,Pair,Palearctic,"Cramp S, ed. (1988) The birds of the western Palearctic Vol. V. Tyrant flycatchers to thrushes.Oxford University Press: Oxford. || Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Motacilla_flava,Pair,Pair,Palearctic,"Cramp S, ed. (1988) The birds of the western Palearctic Vol. V. Tyrant flycatchers to thrushes.Oxford University Press: Oxford. || Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Motacilla_cinerea,Occasional,Pair,Palearctic,"Cramp S, ed. (1988) The birds of the western Palearctic Vol. V. Tyrant flycatchers to thrushes.Oxford University Press: Oxford. || Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Motacilla_clara,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Tmetothylacus_tenellus,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Macronyx_croceus,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Macronyx_fuellebornii,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Macronyx_capensis,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Macronyx_flavicollis,Unknown,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Macronyx_ameliae,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Macronyx_aurantiigula,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Macronyx_grimwoodi,Unknown,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Hemimacronyx_sharpei,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Hemimacronyx_chloris,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_lineiventris,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_crenatus,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_cinnamomeus,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_hoeschi,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_richardi,Pair,Pair,Widespread,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_rufulus,Pair,Pair,Indomalayan,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_novaeseelandiae,Pair,Pair,Australia,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_leucophrys,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_vaalensis,Unknown,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_pallidiventris,Unknown,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_melindae,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_campestris,Pair,Pair,Palearctic,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_godlewskii,Pair,Pair,Palearctic,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_berthelotii,Pair,Pair,Palearctic,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_latistriatus,Unknown,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_similis,Pair,Pair,Widespread,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_nyassae,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_brachyurus,Unknown,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_caffer,Pair,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_sokokensis,Unknown,Pair,Africa,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_trivialis,Occasional,Pair,Palearctic,"Cramp S, ed. (1988) The birds of the western Palearctic Vol. V. Tyrant flycatchers to thrushes.Oxford University Press: Oxford. || Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_hodgsoni,Pair,Pair,Palearctic,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_gustavi,Pair,Pair,Palearctic,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_pratensis,Occasional,Pair,Palearctic,"Cramp S, ed. (1988) The birds of the western Palearctic Vol. V. Tyrant flycatchers to thrushes.Oxford University Press: Oxford. || Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_cervinus,Pair,Pair,Palearctic,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_roseatus,Pair,Pair,Palearctic,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_petrosus,Pair,Pair,Palearctic,"Cramp S, ed. (1988) The birds of the western Palearctic Vol. V. Tyrant flycatchers to thrushes.Oxford University Press: Oxford. || Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_spinoletta,Pair,Pair,Palearctic,"Cramp S, ed. (1988) The birds of the western Palearctic Vol. V. Tyrant flycatchers to thrushes.Oxford University Press: Oxford. || Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_rubescens,Pair,Pair,Holarctic,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona. || Verbeek NAM,  Hendricks P (1994) American pipit.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-24. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Anthus_sylvanus,Pair,Pair,Palearctic,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_nilghiriensis,Unknown,Pair,Indomalayan,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_correndera,Pair,Pair,Neotropical,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_antarcticus,Pair,Pair,Neotropical,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona."
Anthus_spragueii,Female only,Female only,Nearctic,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona. || Robbins MB,  Dale BC (1999) Sprague's pipit.  in Birds of North America: Life Histories for the Twenty-First Century. (ed. Poole A, Stettenheim P,  Gill F)  p. 1-16. American Ornithologist's Union and Academy of Natural Sciences, Philadelphia: Washington, D.C."
Anthus_furcatus,Female only,Female only,Neotropical,"Tyler SJ (2004) Family Motacillidae (Pipits and wagtails).  in Handbook of the birds of the world. Vol. 9. Cotingas to pipits and wagtails. (ed. del Hoyo J, Elliott A,  Christie D)  p. 686-786. Lynx edicions: Barcelona. || Andors AV (1995) Breeding of Anthus furcatus (Aves: Motacillidae) in northern Patagonia, with a review of the breeding biology of the species. Ornitologia Neotropical  6: 37-52."
